ts,sessionId,page,auth,method,status,level,itemInSession,city,zip,state,userAgent,lon,lat,userId,lastName,firstName,gender,registration,artist,song,duration,year,month,hour,day
2026-08-07T19:59:08.000+07:00,122,NextSong,Logged In,PUT,200,free,6,Young America,,MN,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-93.937971,44.823812,55,Estrada,Daniel,M,1733779418000,Dilated Peoples Featuring Devin The Dude,Poisonous (Edited) (Feat. Devin The Dude),221.2828,2026,8,19,7
2026-08-07T20:02:09.000+07:00,149,NextSong,Logged In,PUT,200,paid,13,West Palm Beach,,FL,"\"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53\"",-80.058452,26.669649,82,Cannon,Ivan,M,1751841516000,Cheo Feliciano,Juguete,269.26974,2026,8,20,7
2026-08-07T20:06:38.000+07:00,149,NextSong,Logged In,PUT,200,paid,14,West Palm Beach,,FL,"\"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53\"",-80.058452,26.669649,82,Cannon,Ivan,M,1751841516000,The Who,Anyway_ Anyhow_ Anywhere,169.66486,2026,8,20,7
2026-08-07T20:09:27.000+07:00,149,NextSong,Logged In,PUT,200,paid,15,West Palm Beach,,FL,"\"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53\"",-80.058452,26.669649,82,Cannon,Ivan,M,1751841516000,Andreas Dorau,So Ist Das Nun Mal,312.9465,2026,8,20,7
2026-08-07T20:14:39.000+07:00,149,NextSong,Logged In,PUT,200,paid,16,West Palm Beach,,FL,"\"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53\"",-80.058452,26.669649,82,Cannon,Ivan,M,1751841516000,Tha Liks,Yo Mouth (Skit),33.09669,2026,8,20,7
2026-08-07T20:15:12.000+07:00,149,NextSong,Logged In,PUT,200,paid,17,West Palm Beach,,FL,"\"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53\"",-80.058452,26.669649,82,Cannon,Ivan,M,1751841516000,KÃ©kÃ©lÃ©,Likambo,219.8722,2026,8,20,7
2026-08-07T20:18:51.000+07:00,149,NextSong,Logged In,PUT,200,paid,18,West Palm Beach,,FL,"\"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53\"",-80.058452,26.669649,82,Cannon,Ivan,M,1751841516000,Kyle Riabko,Doesn't Get Much Better,211.53914,2026,8,20,7
2026-08-07T20:22:22.000+07:00,149,NextSong,Logged In,PUT,200,paid,19,West Palm Beach,,FL,"\"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53\"",-80.058452,26.669649,82,Cannon,Ivan,M,1751841516000,Christie Hennessy,The All-Ireland,180.76689,2026,8,20,7
2026-08-07T20:25:22.000+07:00,149,NextSong,Logged In,PUT,200,paid,20,West Palm Beach,,FL,"\"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53\"",-80.058452,26.669649,82,Cannon,Ivan,M,1751841516000,Eddie Calvert,Erica (2005 Digital Remaster),138.63138,2026,8,20,7
2026-08-07T20:27:40.000+07:00,149,NextSong,Logged In,PUT,200,paid,21,West Palm Beach,,FL,"\"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53\"",-80.058452,26.669649,82,Cannon,Ivan,M,1751841516000,Renee Rosnes,Children's Song No. 3,320.522,2026,8,20,7
2026-08-07T20:33:00.000+07:00,149,NextSong,Logged In,PUT,200,paid,22,West Palm Beach,,FL,"\"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53\"",-80.058452,26.669649,82,Cannon,Ivan,M,1751841516000,FlÃ¡vio JosÃ©,Jogo Limpo,252.02893,2026,8,20,7
2026-08-07T20:37:12.000+07:00,149,NextSong,Logged In,PUT,200,paid,23,West Palm Beach,,FL,"\"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53\"",-80.058452,26.669649,82,Cannon,Ivan,M,1751841516000,Cindy Morgan,I Will Be Free (LP Version),295.10486,2026,8,20,7
2026-08-07T20:42:07.000+07:00,149,NextSong,Logged In,PUT,200,paid,24,West Palm Beach,,FL,"\"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53\"",-80.058452,26.669649,82,Cannon,Ivan,M,1751841516000,John Brown,Sarah Palin {I Wanna Lay Pipe},221.43954,2026,8,20,7
2026-08-07T20:45:48.000+07:00,149,NextSong,Logged In,PUT,200,paid,25,West Palm Beach,,FL,"\"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53\"",-80.058452,26.669649,82,Cannon,Ivan,M,1751841516000,The Killers,Show You How,166.29506,2026,8,20,7
2026-08-07T20:48:34.000+07:00,149,NextSong,Logged In,PUT,200,paid,26,West Palm Beach,,FL,"\"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53\"",-80.058452,26.669649,82,Cannon,Ivan,M,1751841516000,Harvey Averne,Why Can't We Really Be Free,185.2077,2026,8,20,7
2026-08-07T20:51:39.000+07:00,149,NextSong,Logged In,PUT,200,paid,27,West Palm Beach,,FL,"\"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53\"",-80.058452,26.669649,82,Cannon,Ivan,M,1751841516000,Francis Lai,Concerto No.3 In D: Allegro,155.16689,2026,8,20,7
2026-08-07T20:54:14.000+07:00,149,NextSong,Logged In,PUT,200,paid,28,West Palm Beach,,FL,"\"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53\"",-80.058452,26.669649,82,Cannon,Ivan,M,1751841516000,Marc Perrone,SirÃ¨ne,13.5571,2026,8,20,7
2026-08-07T20:54:27.000+07:00,149,NextSong,Logged In,PUT,200,paid,29,West Palm Beach,,FL,"\"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53\"",-80.058452,26.669649,82,Cannon,Ivan,M,1751841516000,Amorphis,Crimson Wave,285.46567,2026,8,20,7
2026-08-07T20:59:12.000+07:00,149,NextSong,Logged In,PUT,200,paid,30,West Palm Beach,,FL,"\"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53\"",-80.058452,26.669649,82,Cannon,Ivan,M,1751841516000,Sam Baker,Just A Glance Away,167.10484,2026,8,20,7
2026-08-07T21:01:59.000+07:00,149,NextSong,Logged In,PUT,200,paid,31,West Palm Beach,,FL,"\"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53\"",-80.058452,26.669649,82,Cannon,Ivan,M,1751841516000,SKOLD vs. KMFDM,All Or Nothing,303.22894,2026,8,21,7
2026-08-07T21:07:02.000+07:00,149,NextSong,Logged In,PUT,200,paid,32,West Palm Beach,,FL,"\"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53\"",-80.058452,26.669649,82,Cannon,Ivan,M,1751841516000,FU-Schnickens,Heavenly Father,276.94974,2026,8,21,7
2026-08-07T21:11:19.000+07:00,159,Home,Logged Out,GET,200,paid,0,Glade Spring,,VA,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",-81.767899,36.753256,,,,,,,,,2026,8,21,7
2026-08-07T21:11:38.000+07:00,149,NextSong,Logged In,PUT,200,paid,33,West Palm Beach,,FL,"\"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53\"",-80.058452,26.669649,82,Cannon,Ivan,M,1751841516000,James Newton Howard,U North,108.35546,2026,8,21,7
2026-08-07T21:13:26.000+07:00,149,NextSong,Logged In,PUT,200,paid,34,West Palm Beach,,FL,"\"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53\"",-80.058452,26.669649,82,Cannon,Ivan,M,1751841516000,Johnny Osbourne,Turn Me On,271.5424,2026,8,21,7
2026-08-07T21:17:22.000+07:00,24,NextSong,Logged In,PUT,200,free,0,Opelousas,,LA,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-92.104961,30.533657,25,Nguyen,Ksenia,F,1741901130000,Vex'd,Oceans,295.4967,2026,8,21,7
2026-08-07T21:18:58.000+07:00,33,Home,Logged In,GET,200,free,0,Mulberry,,IN,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,-86.647374,40.361165,34,Burns,Lily,F,1628311645000,,,,2026,8,21,7
2026-08-07T21:22:17.000+07:00,24,NextSong,Logged In,PUT,200,free,1,Opelousas,,LA,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-92.104961,30.533657,25,Nguyen,Ksenia,F,1741901130000,Neema,Goodfellas,227.02975,2026,8,21,7
2026-08-07T21:27:36.000+07:00,39,Home,Logged Out,GET,200,free,0,Asbury Park,,NJ,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,-74.053712,40.249708,,,,,,,,,2026,8,21,7
2026-08-07T21:27:37.000+07:00,39,Login,Logged Out,PUT,307,free,1,Asbury Park,,NJ,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,-74.053712,40.249708,,,,,,,,,2026,8,21,7
2026-08-07T21:27:42.000+07:00,39,Home,Logged In,GET,200,free,2,Asbury Park,,NJ,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,-74.053712,40.249708,40,Santana,Lydia,F,1775627312000,,,,2026,8,21,7
2026-08-07T21:32:39.000+07:00,206,Home,Logged In,GET,200,paid,0,Denville,,NJ,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-74.490462,40.887246,44,Mathews,Coen,M,1628311645000,,,,2026,8,21,7
2026-08-07T21:32:42.000+07:00,206,NextSong,Logged In,PUT,200,paid,1,Denville,,NJ,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-74.490462,40.887246,44,Mathews,Coen,M,1628311645000,Quadro Nuevo,La Muneca de Alcazar,232.9073,2026,8,21,7
2026-08-07T21:36:34.000+07:00,206,NextSong,Logged In,PUT,200,paid,2,Denville,,NJ,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-74.490462,40.887246,44,Mathews,Coen,M,1628311645000,Ionics,Roll Back The Rug,140.38159,2026,8,21,7
2026-08-07T21:38:54.000+07:00,206,NextSong,Logged In,PUT,200,paid,3,Denville,,NJ,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-74.490462,40.887246,44,Mathews,Coen,M,1628311645000,Sonny Terry & Brownie McGhee,Try Me One More Time,182.69995,2026,8,21,7
2026-08-07T21:41:32.000+07:00,137,Home,Logged In,GET,200,free,0,Minneapolis,,MN,"\"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53\"",-93.344834,44.905026,42,Osborn,Sage,M,1628311645000,,,,2026,8,21,7
2026-08-07T21:41:56.000+07:00,206,NextSong,Logged In,PUT,200,paid,4,Denville,,NJ,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-74.490462,40.887246,44,Mathews,Coen,M,1628311645000,2raumwohnung,36 Grad (Paul van Dyk's Vandit Clubmix),449.38403,2026,8,21,7
2026-08-07T21:49:25.000+07:00,206,NextSong,Logged In,PUT,200,paid,5,Denville,,NJ,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-74.490462,40.887246,44,Mathews,Coen,M,1628311645000,The Fureys,The Anniversary Waltz,240.74403,2026,8,21,7
2026-08-07T21:51:33.000+07:00,63,NextSong,Logged In,PUT,200,free,0,Salters,,SC,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-79.848696,33.56892,64,Davis,Benjamin,M,1628311645000,The Black Crowes,Sting Me,348.891,2026,8,21,7
2026-08-07T21:53:25.000+07:00,206,NextSong,Logged In,PUT,200,paid,6,Denville,,NJ,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-74.490462,40.887246,44,Mathews,Coen,M,1628311645000,Papa Wemba,DixiÃ¨me Commandement,379.08853,2026,8,21,7
2026-08-07T21:54:38.000+07:00,191,NextSong,Logged In,PUT,200,paid,0,Teaneck,,NJ,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-74.011478,40.890317,71,Hill,Christopher,M,1628311645000,Nu Flavor,Sprung (Cibola Mix W/ Rap),242.38976,2026,8,21,7
2026-08-07T21:57:21.000+07:00,63,NextSong,Logged In,PUT,200,free,1,Salters,,SC,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",-79.848696,33.56892,64,Davis,Benjamin,M,1628311645000,Workhorse,Serus,349.6224,2026,8,21,7
2026-08-07T21:57:47.000+07:00,158,Login,Logged Out,PUT,307,paid,0,Himrod,,NY,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),-76.981134,42.600505,,,,,,,,,2026,8,21,7
