ts,sessionId,page,auth,method,status,level,itemInSession,city,zip,state,userAgent,lon,lat,userId,lastName,firstName,gender,registration,artist,song,duration,year,month,hour,day
2026-01-01T03:46:15.000+07:00,1649,NextSong,Logged In,PUT,200,paid,4,Chicago,,IL,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-87.6298,41.8781,678,Williams,Jennifer,F,1739787311000,The Beatles,Blank Space,183.12557,2026,1,3,1
2026-01-01T03:50:51.000+07:00,1649,NextSong,Logged In,PUT,200,paid,5,Chicago,,IL,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-87.6298,41.8781,678,Williams,Jennifer,F,1739787311000,Dario Marianelli,Hello,181.66145,2026,1,3,1
2026-01-01T03:52:00.000+07:00,115,Home,Logged In,GET,200,paid,1,West Palm Beach,,FL,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-80.0584,26.6696,7,Davis,Patricia,M,1765352297000,,,,2026,1,3,1
2026-01-01T03:53:31.000+07:00,115,NextSong,Logged In,PUT,200,paid,2,West Palm Beach,,FL,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-80.0584,26.6696,7,Davis,Patricia,M,1765352297000,Pagan Wanderer Lu,Let It Be,195.38676,2026,1,3,1
2026-01-01T03:54:34.000+07:00,1649,NextSong,Logged In,PUT,200,paid,6,Chicago,,IL,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-87.6298,41.8781,678,Williams,Jennifer,F,1739787311000,The Beatles,Blank Space,261.27193,2026,1,3,1
2026-01-01T03:57:41.000+07:00,115,NextSong,Logged In,PUT,200,paid,3,West Palm Beach,,FL,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-80.0584,26.6696,7,Davis,Patricia,M,1765352297000,Adele,People Never Give Up,331.74025,2026,1,3,1
2026-01-01T04:04:48.000+07:00,115,NextSong,Logged In,PUT,200,paid,4,West Palm Beach,,FL,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-80.0584,26.6696,7,Davis,Patricia,M,1765352297000,Jazzy B,Knight -> King 4,301.06859,2026,1,4,1
2026-01-01T04:10:18.000+07:00,115,NextSong,Logged In,PUT,200,paid,5,West Palm Beach,,FL,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-80.0584,26.6696,7,Davis,Patricia,M,1765352297000,Alexandre Desplat,Hello,222.15416,2026,1,4,1
2026-01-01T04:14:12.000+07:00,115,NextSong,Logged In,PUT,200,paid,6,West Palm Beach,,FL,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-80.0584,26.6696,7,Davis,Patricia,M,1765352297000,Zeca Baleiro,Yesterday,205.33458,2026,1,4,1
2026-01-01T06:39:09.000+07:00,1272,Home,Logged In,GET,200,free,1,Indianapolis,,IN,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",-86.2333,39.8986,111,Miller,Ivan,F,1728325890000,,,,2026,1,6,1
2026-01-01T06:39:53.000+07:00,1272,NextSong,Logged In,PUT,200,free,2,Indianapolis,,IN,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",-86.2333,39.8986,111,Miller,Ivan,F,1728325890000,Dario Marianelli,Fix You,336.57978,2026,1,6,1
2026-01-01T06:45:51.000+07:00,1272,NextSong,Logged In,PUT,200,free,3,Indianapolis,,IN,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",-86.2333,39.8986,111,Miller,Ivan,F,1728325890000,Dario Marianelli,Love Story,277.39221,2026,1,6,1
2026-01-01T06:51:19.000+07:00,1272,NextSong,Logged In,PUT,200,free,4,Indianapolis,,IN,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",-86.2333,39.8986,111,Miller,Ivan,F,1728325890000,Bally Sagoo,Meeting Daisy,123.5148,2026,1,6,1
2026-01-01T06:52:27.000+07:00,3562,Home,Logged In,GET,200,paid,1,Chicago,,IL,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",-87.6298,41.8781,449,Miller,Mary,F,1747322930000,,,,2026,1,6,1
2026-01-01T06:53:41.000+07:00,3562,NextSong,Logged In,PUT,200,paid,2,Chicago,,IL,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",-87.6298,41.8781,449,Miller,Mary,F,1747322930000,Dario Marianelli,Shape of You,346.48372,2026,1,6,1
2026-01-01T06:54:34.000+07:00,1272,NextSong,Logged In,PUT,200,free,5,Indianapolis,,IN,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",-86.2333,39.8986,111,Miller,Ivan,F,1728325890000,Alexandre Desplat,Soorma,227.64732,2026,1,6,1
2026-01-01T06:59:34.000+07:00,1272,NextSong,Logged In,PUT,200,free,6,Indianapolis,,IN,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",-86.2333,39.8986,111,Miller,Ivan,F,1728325890000,Dario Marianelli,Fix You,209.95267,2026,1,6,1
2026-01-01T07:00:32.000+07:00,3562,NextSong,Logged In,PUT,200,paid,3,Chicago,,IL,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",-87.6298,41.8781,449,Miller,Mary,F,1747322930000,Taylor Swift,Someone Like You,291.11286,2026,1,7,1
2026-01-01T07:06:43.000+07:00,3562,NextSong,Logged In,PUT,200,paid,4,Chicago,,IL,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",-87.6298,41.8781,449,Miller,Mary,F,1747322930000,Celine Dion,Yesterday,229.67629,2026,1,7,1
2026-01-01T07:11:41.000+07:00,3925,Home,Logged In,GET,200,free,1,Los Angeles,,CA,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,-118.2437,34.0522,76,Davis,James,M,1754536969000,,,,2026,1,7,1
2026-01-01T07:11:47.000+07:00,3562,NextSong,Logged In,PUT,200,paid,5,Chicago,,IL,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",-87.6298,41.8781,449,Miller,Mary,F,1747322930000,Bally Sagoo,People Never Give Up,327.4007,2026,1,7,1
2026-01-01T07:13:38.000+07:00,3925,NextSong,Logged In,PUT,200,free,2,Los Angeles,,CA,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,-118.2437,34.0522,76,Davis,James,M,1754536969000,Pagan Wanderer Lu,God's Plan,231.38115,2026,1,7,1
2026-01-01T07:17:59.000+07:00,3562,NextSong,Logged In,PUT,200,paid,6,Chicago,,IL,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",-87.6298,41.8781,449,Miller,Mary,F,1747322930000,Drake,Hey Jamalo,236.97166,2026,1,7,1
2026-01-01T07:18:14.000+07:00,3925,NextSong,Logged In,PUT,200,free,3,Los Angeles,,CA,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,-118.2437,34.0522,76,Davis,James,M,1754536969000,Coldplay,Hey Jude,325.26818,2026,1,7,1
2026-01-01T07:19:33.000+07:00,971,Home,Logged In,GET,200,free,1,Phoenix,,AZ,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,-112.074,33.4484,420,Davis,Robert,F,1737531015000,,,,2026,1,7,1
2026-01-01T07:20:05.000+07:00,971,NextSong,Logged In,PUT,200,free,2,Phoenix,,AZ,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,-112.074,33.4484,420,Davis,Robert,F,1737531015000,Ed Sheeran,Yellow,129.17204,2026,1,7,1
2026-01-01T07:23:44.000+07:00,3562,NextSong,Logged In,PUT,200,paid,7,Chicago,,IL,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",-87.6298,41.8781,449,Miller,Mary,F,1747322930000,Taylor Swift,Because You Loved Me,193.46992,2026,1,7,1
2026-01-01T07:24:08.000+07:00,971,NextSong,Logged In,PUT,200,free,3,Phoenix,,AZ,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,-112.074,33.4484,420,Davis,Robert,F,1737531015000,Pagan Wanderer Lu,Telegrama,122.02767,2026,1,7,1
2026-01-01T07:24:26.000+07:00,3925,NextSong,Logged In,PUT,200,free,4,Los Angeles,,CA,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,-118.2437,34.0522,76,Davis,James,M,1754536969000,Dario Marianelli,Hey Jude,304.67584,2026,1,7,1
2026-01-01T07:26:42.000+07:00,971,NextSong,Logged In,PUT,200,free,4,Phoenix,,AZ,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,-112.074,33.4484,420,Davis,Robert,F,1737531015000,Celine Dion,God's Plan,276.54151,2026,1,7,1
2026-01-01T07:27:26.000+07:00,3562,NextSong,Logged In,PUT,200,paid,8,Chicago,,IL,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",-87.6298,41.8781,449,Miller,Mary,F,1747322930000,Adele,Yellow,137.8084,2026,1,7,1
2026-01-01T07:29:54.000+07:00,3925,NextSong,Logged In,PUT,200,free,5,Los Angeles,,CA,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,-118.2437,34.0522,76,Davis,James,M,1754536969000,Jazzy B,People Never Give Up,201.76001,2026,1,7,1
2026-01-01T07:30:18.000+07:00,3562,NextSong,Logged In,PUT,200,paid,9,Chicago,,IL,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",-87.6298,41.8781,449,Miller,Mary,F,1747322930000,Pagan Wanderer Lu,Yellow,314.62558,2026,1,7,1
2026-01-01T07:33:10.000+07:00,971,NextSong,Logged In,PUT,200,free,5,Phoenix,,AZ,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,-112.074,33.4484,420,Davis,Robert,F,1737531015000,Bally Sagoo,Shape of You,288.8678,2026,1,7,1
2026-01-01T07:34:39.000+07:00,3925,NextSong,Logged In,PUT,200,free,6,Los Angeles,,CA,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,-118.2437,34.0522,76,Davis,James,M,1754536969000,Zeca Baleiro,Let It Be,337.95783,2026,1,7,1
2026-01-01T07:37:12.000+07:00,3562,NextSong,Logged In,PUT,200,paid,10,Chicago,,IL,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",-87.6298,41.8781,449,Miller,Mary,F,1747322930000,Zeca Baleiro,Yesterday,277.66186,2026,1,7,1
2026-01-01T07:38:49.000+07:00,971,NextSong,Logged In,PUT,200,free,6,Phoenix,,AZ,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,-112.074,33.4484,420,Davis,Robert,F,1737531015000,Celine Dion,Blank Space,248.7688,2026,1,7,1
2026-01-01T07:41:26.000+07:00,3925,NextSong,Logged In,PUT,200,free,7,Los Angeles,,CA,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,-118.2437,34.0522,76,Davis,James,M,1754536969000,Zeca Baleiro,Meeting Daisy,354.88938,2026,1,7,1
2026-01-01T07:43:26.000+07:00,3562,NextSong,Logged In,PUT,200,paid,11,Chicago,,IL,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",-87.6298,41.8781,449,Miller,Mary,F,1747322930000,Bob Dylan,Hey Jamalo,198.60787,2026,1,7,1
2026-01-01T07:44:21.000+07:00,971,NextSong,Logged In,PUT,200,free,7,Phoenix,,AZ,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,-112.074,33.4484,420,Davis,Robert,F,1737531015000,Bally Sagoo,Telegrama,323.60957,2026,1,7,1
2026-01-01T07:50:15.000+07:00,971,NextSong,Logged In,PUT,200,free,8,Phoenix,,AZ,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,-112.074,33.4484,420,Davis,Robert,F,1737531015000,Taylor Swift,Blank Space,163.16569,2026,1,7,1
2026-01-01T07:54:00.000+07:00,971,NextSong,Logged In,PUT,200,free,9,Phoenix,,AZ,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,-112.074,33.4484,420,Davis,Robert,F,1737531015000,Taylor Swift,People Never Give Up,286.03683,2026,1,7,1
2026-01-01T07:59:58.000+07:00,971,NextSong,Logged In,PUT,200,free,10,Phoenix,,AZ,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,-112.074,33.4484,420,Davis,Robert,F,1737531015000,Coldplay,Hello,173.0621,2026,1,7,1
2026-01-01T10:46:54.000+07:00,34,Home,Logged In,GET,200,free,1,Chicago,,IL,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,-87.6298,41.8781,612,Smith,James,F,1726649971000,,,,2026,1,10,1
2026-01-01T10:48:05.000+07:00,34,NextSong,Logged In,PUT,200,free,2,Chicago,,IL,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,-87.6298,41.8781,612,Smith,James,F,1726649971000,Ed Sheeran,Soorma,231.10632,2026,1,10,1
2026-01-01T11:47:02.000+07:00,2779,Home,Logged In,GET,200,paid,1,Los Angeles,,CA,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-118.2437,34.0522,115,Williams,John,F,1766571860000,,,,2026,1,11,1
2026-01-01T11:47:16.000+07:00,2779,NextSong,Logged In,PUT,200,paid,2,Los Angeles,,CA,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-118.2437,34.0522,115,Williams,John,F,1766571860000,Ed Sheeran,Because You Loved Me,303.56842,2026,1,11,1
2026-01-01T11:54:05.000+07:00,2779,NextSong,Logged In,PUT,200,paid,3,Los Angeles,,CA,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-118.2437,34.0522,115,Williams,John,F,1766571860000,Alexandre Desplat,Telegrama,341.37232,2026,1,11,1
2026-01-01T12:00:49.000+07:00,2779,NextSong,Logged In,PUT,200,paid,4,Los Angeles,,CA,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-118.2437,34.0522,115,Williams,John,F,1766571860000,Bally Sagoo,Fix You,153.91731,2026,1,12,1
2026-01-01T12:05:12.000+07:00,2779,NextSong,Logged In,PUT,200,paid,5,Los Angeles,,CA,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-118.2437,34.0522,115,Williams,John,F,1766571860000,Taylor Swift,Shape of You,353.99399,2026,1,12,1
2026-01-01T12:12:11.000+07:00,2779,NextSong,Logged In,PUT,200,paid,6,Los Angeles,,CA,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-118.2437,34.0522,115,Williams,John,F,1766571860000,Pagan Wanderer Lu,Hey Jamalo,121.97866,2026,1,12,1
2026-01-01T12:15:05.000+07:00,2779,NextSong,Logged In,PUT,200,paid,7,Los Angeles,,CA,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-118.2437,34.0522,115,Williams,John,F,1766571860000,Ed Sheeran,Meeting Daisy,313.12167,2026,1,12,1
2026-01-01T12:20:51.000+07:00,2779,NextSong,Logged In,PUT,200,paid,8,Los Angeles,,CA,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-118.2437,34.0522,115,Williams,John,F,1766571860000,Ed Sheeran,Hey Jude,213.86516,2026,1,12,1
2026-01-01T12:25:22.000+07:00,2779,NextSong,Logged In,PUT,200,paid,9,Los Angeles,,CA,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-118.2437,34.0522,115,Williams,John,F,1766571860000,Pagan Wanderer Lu,Knight -> King 4,197.74577,2026,1,12,1
2026-01-01T16:56:04.000+07:00,1922,Home,Logged In,GET,200,free,1,New York,,NY,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-74.006,40.7128,500,Cannon,Lydia,F,1720816576000,,,,2026,1,16,1
2026-01-01T16:56:57.000+07:00,1922,NextSong,Logged In,PUT,200,free,2,New York,,NY,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-74.006,40.7128,500,Cannon,Lydia,F,1720816576000,Curtis Mayfield,Yellow,251.84767,2026,1,16,1
2026-01-01T17:02:52.000+07:00,1922,NextSong,Logged In,PUT,200,free,3,New York,,NY,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-74.006,40.7128,500,Cannon,Lydia,F,1720816576000,Alexandre Desplat,God's Plan,339.78937,2026,1,17,1
2026-01-01T17:09:53.000+07:00,1922,NextSong,Logged In,PUT,200,free,4,New York,,NY,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-74.006,40.7128,500,Cannon,Lydia,F,1720816576000,Coldplay,Love Story,141.27093,2026,1,17,1
2026-01-01T17:13:20.000+07:00,1922,NextSong,Logged In,PUT,200,free,5,New York,,NY,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-74.006,40.7128,500,Cannon,Lydia,F,1720816576000,Bally Sagoo,Hey Jude,348.1104,2026,1,17,1
2026-01-01T17:19:25.000+07:00,1922,NextSong,Logged In,PUT,200,free,6,New York,,NY,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-74.006,40.7128,500,Cannon,Lydia,F,1720816576000,Jazzy B,Because You Loved Me,334.55738,2026,1,17,1
2026-01-01T17:26:04.000+07:00,1922,NextSong,Logged In,PUT,200,free,7,New York,,NY,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-74.006,40.7128,500,Cannon,Lydia,F,1720816576000,Curtis Mayfield,Yellow,281.92775,2026,1,17,1
2026-01-01T17:31:38.000+07:00,1922,NextSong,Logged In,PUT,200,free,8,New York,,NY,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-74.006,40.7128,500,Cannon,Lydia,F,1720816576000,Dario Marianelli,Trying To Get To Heaven,309.91532,2026,1,17,1
2026-01-01T17:37:19.000+07:00,1922,NextSong,Logged In,PUT,200,free,9,New York,,NY,"Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",-74.006,40.7128,500,Cannon,Lydia,F,1720816576000,Pagan Wanderer Lu,Soorma,120.15466,2026,1,17,1
2026-01-01T17:46:00.000+07:00,3618,Home,Logged In,GET,200,free,1,Los Angeles,,CA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36",-118.2437,34.0522,555,Smith,Lydia,M,1763936776000,,,,2026,1,17,1
2026-01-01T17:46:21.000+07:00,3618,NextSong,Logged In,PUT,200,free,2,Los Angeles,,CA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36",-118.2437,34.0522,555,Smith,Lydia,M,1763936776000,Dario Marianelli,Hello,235.94286,2026,1,17,1
