ts,sessionId,level,itemInSession,city,zip,state,userAgent,lon,lat,userId,lastName,firstName,gender,registration,success,year,month,hour,day
2026-06-08T17:40:42.000+07:00,1548788,paid,43,Warwick,,RI,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",-71.376927,41.700591,741891,Thompson,Miguelangel,M,1623127215000,true,2026,6,17,8
2026-02-22T17:40:56.000+07:00,790822,free,1,Palo Alto,,CA,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-122.115398,37.45809,790823,Garcia,Charli,F,1613968815000,true,2026,2,17,22
2026-06-05T17:41:00.000+07:00,377320,paid,17,Greenbelt,,MD,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",-76.879165,39.002985,377321,Andrade,Simeon,M,1675189723000,true,2026,6,17,5
2026-05-14T17:41:00.000+07:00,1742918,paid,1,Los Altos,,CA,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-122.144416,37.357472,95730,Torres,Abdulrahman,M,1693847768000,true,2026,5,17,14
2026-07-02T17:41:01.000+07:00,1290390,paid,4,Dickinson,,TX,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,-95.031051,29.456766,665767,Allen,Ezekiel,M,1625200815000,true,2026,7,17,2
2026-04-29T17:41:01.000+07:00,1892531,free,4,Mount Clare,,WV,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,-80.306444,39.196594,,,,,,false,2026,4,17,29
2026-04-29T17:41:02.000+07:00,1892531,free,5,Mount Clare,,WV,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,-80.306444,39.196594,,,,,,false,2026,4,17,29
2026-04-19T17:41:12.000+07:00,1892531,free,6,Mount Clare,,WV,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,-80.306444,39.196594,17107,Roberts,Audrey,F,1618807215000,true,2026,4,17,19
2026-08-06T17:41:13.000+07:00,1739837,paid,1,Chesapeake,,VA,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-76.379928,36.696963,651829,Wheeler,Melody,F,1748054235000,true,2026,8,17,6
2026-05-05T17:41:13.000+07:00,1386932,paid,18,Warwick,,RI,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-71.376927,41.700591,460415,Hill,Samantha,F,1620189615000,true,2026,5,17,5
2026-05-27T17:41:14.000+07:00,83527,free,1,New Orleans,,LA,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-90.103919,30.007379,83528,Greene,Jazzlynn,F,1622090415000,true,2026,5,17,27
2026-04-10T17:41:21.000+07:00,779076,free,7,Torrance,,CA,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:31.0) Gecko/20100101 Firefox/31.0,-118.353714,33.840399,779077,Jensen,Janel,F,1751009247000,true,2026,4,17,10
2026-05-24T17:41:26.000+07:00,1863865,paid,2,Sterling Heights,,MI,"""Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-83.053489,42.612074,970179,Mack,Addison,F,1621831215000,true,2026,5,17,24
2026-05-01T17:41:27.000+07:00,1820789,paid,2,Long Grove,,IA,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",-90.539115,41.729401,268568,Jackson,Leighla,F,1619844015000,true,2026,5,17,1
2026-05-24T17:41:30.000+07:00,1755425,free,1,Detroit,,MI,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",-82.954344,42.375051,,,,,,false,2026,5,17,24
2026-04-22T17:41:32.000+07:00,1294716,paid,37,Redwood Valley,,CA,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",-123.249924,39.31403,914449,Le,Ezmeralda,F,1619066415000,true,2026,4,17,22
2026-07-05T17:41:34.000+07:00,963804,free,2,Jersey City,,NJ,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,-74.071875,40.734924,963805,Nguyen,Joshua,M,1722204901000,true,2026,7,17,5
2026-08-04T17:41:51.000+07:00,1731921,free,4,Bronx,,NY,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0,-73.860389,40.84328,,,,,,false,2026,8,17,4
2026-04-25T17:41:51.000+07:00,1726562,paid,12,Omaha,,NE,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-96.11845,41.234983,358670,Marshall,Riley,F,1757869588000,true,2026,4,17,25
2026-08-04T17:41:52.000+07:00,1731921,free,5,Bronx,,NY,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0,-73.860389,40.84328,,,,,,false,2026,8,17,4
2026-05-29T17:41:54.000+07:00,1755425,free,4,Detroit,,MI,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",-82.954344,42.375051,9608,Carter,Maximiliano,M,1700644431000,true,2026,5,17,29
2026-07-18T17:41:55.000+07:00,1764131,paid,16,Waterford,,MI,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:30.0) Gecko/20100101 Firefox/30.0,-83.388622,42.687016,597161,Brown,Luke,M,1675558572000,true,2026,7,17,18
2026-02-15T17:41:55.000+07:00,292607,paid,13,Renton,,WA,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,-122.190248,47.512527,292608,Hatfield,Jaylena,F,1613364015000,true,2026,2,17,15
2026-07-04T17:41:58.000+07:00,1486838,paid,10,Hialeah,,FL,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-80.269677,25.86219,941522,Tapia,Olivia,F,1625373615000,true,2026,7,17,4
2026-08-04T17:41:59.000+07:00,858799,free,2,Mastic Beach,,NY,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-72.830344,40.763164,858800,Garcia,Samiya,F,1757044444000,true,2026,8,17,4
2026-04-27T17:42:01.000+07:00,326090,free,3,Bronx,,NY,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-73.898678,40.84715,326091,Lewis,Isabella,F,1619498415000,true,2026,4,17,27
2026-03-18T17:42:02.000+07:00,228414,free,2,Lawrence,,KS,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-95.344139,38.978105,228415,Underwood,Levi,M,1616042415000,true,2026,3,17,18
2026-04-17T17:42:06.000+07:00,707209,free,2,Fresno,,CA,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-119.799812,36.840813,707210,Lopez,Katelyn,F,1618634415000,true,2026,4,17,17
2026-06-03T17:42:15.000+07:00,700954,free,6,Los Angeles,,CA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,-118.192098,34.114708,700955,Taylor,Brayden,M,1692855758000,true,2026,6,17,3
2026-06-28T17:42:17.000+07:00,630358,paid,15,Winnetka,,IL,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-87.756292,42.106708,,,,,,false,2026,6,17,28
2026-02-13T17:42:17.000+07:00,1601096,paid,8,Smithfield,,VA,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-76.655932,37.001261,869028,Burke,Adrian,M,1613191215000,true,2026,2,17,13
2026-06-28T17:42:18.000+07:00,630358,paid,16,Winnetka,,IL,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-87.756292,42.106708,,,,,,false,2026,6,17,28
2026-04-28T17:42:21.000+07:00,1731921,free,6,Bronx,,NY,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0,-73.860389,40.84328,464148,Miranda,John,M,1619584815000,true,2026,4,17,28
2026-08-04T17:42:22.000+07:00,771833,free,1,Dallas,,TX,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,-96.840948,32.660862,771834,Stephens,April,F,1628052015000,true,2026,8,17,4
2026-07-30T17:42:27.000+07:00,1600617,free,1,Templeton,,MA,Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0,-72.068345,42.542767,625987,Jones,Sophia,F,1627620015000,true,2026,7,17,30
2026-06-11T17:42:33.000+07:00,1787410,paid,33,Vicksburg,,MS,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-90.857925,32.230115,149282,Burnett,Conner,M,1623386415000,true,2026,6,17,11
2026-06-28T17:42:33.000+07:00,49314,free,3,Marietta,,GA,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-84.462185,33.934278,49315,Smith,Micha,M,1624855215000,true,2026,6,17,28
2026-05-16T17:42:39.000+07:00,909557,free,4,Plano,,TX,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-96.740008,33.090085,909558,Jacobs,Parker,M,1665907643000,true,2026,5,17,16
2026-07-08T17:42:46.000+07:00,515834,free,1,Chicago,,IL,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,-87.672388,41.846223,515835,Thomas,Foster,M,1625719215000,true,2026,7,17,8
2026-02-08T17:42:53.000+07:00,612372,free,4,Twin Mountain,,NH,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10) AppleWebKit/600.1.8 (KHTML, like Gecko) Version/8.0 Safari/600.1.8""",-71.497302,44.305324,612373,Avery,Jameson,M,1612759215000,true,2026,2,17,8
2026-05-23T17:42:54.000+07:00,582845,free,2,Cleveland,,OH,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-81.738327,41.479222,582846,Johnson,Gabriella,F,1621744815000,true,2026,5,17,23
2026-05-28T17:42:55.000+07:00,1611402,free,1,Weatherford,,TX,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,-97.791085,32.754964,357919,Pierce,Anthony,M,1750349717000,true,2026,5,17,28
2026-03-15T17:42:59.000+07:00,1873329,paid,2,Santa Ana,,CA,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.10 (KHTML, like Gecko) Version/5.1.9 Safari/534.59.10""",-117.90511,33.721131,772544,Ramirez,Jaesean,M,1648061547000,true,2026,3,17,15
2026-04-14T17:43:02.000+07:00,1759069,paid,2,Lakewood,,CA,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",-118.112601,33.847989,332056,Smith,Austin,M,1618375215000,true,2026,4,17,14
2026-03-26T17:43:05.000+07:00,381644,free,3,Omaha,,NE,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",-95.953445,41.208271,381645,Friedman,Ethan,M,1616733615000,true,2026,3,17,26
2026-05-11T17:43:08.000+07:00,1467088,free,4,Edmond,,OK,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; rv:11.0) like Gecko,-97.593657,35.667234,660501,Grant,Angeline,F,1620708015000,true,2026,5,17,11
2026-05-21T17:43:16.000+07:00,1420842,free,2,Houston,,TX,"""Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-95.480935,29.712099,,,,,,false,2026,5,17,21
2026-05-21T17:43:17.000+07:00,1420842,free,3,Houston,,TX,"""Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-95.480935,29.712099,,,,,,false,2026,5,17,21
2026-05-25T17:43:18.000+07:00,593123,paid,5,Saginaw,,MN,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-92.448827,46.908849,593124,Sutton,Javion,M,1621917615000,true,2026,5,17,25
2026-08-06T17:43:21.000+07:00,211861,free,4,Buffalo,,NY,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-78.730563,42.886909,211862,White,Ethan,M,1628224815000,true,2026,8,17,6
2026-02-23T17:43:23.000+07:00,642622,free,2,Detroit,,MI,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,-82.981142,42.433156,642623,Rosales,Alyssa,F,1763712312000,true,2026,2,17,23
2026-07-10T17:43:23.000+07:00,916088,free,2,Omaha,,NE,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-95.964916,41.295458,916089,Miller,Isabella,F,1683040406000,true,2026,7,17,10
2026-06-23T17:43:25.000+07:00,50916,free,4,Fred,,TX,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,-94.17932,30.566846,50917,Shannon,Harrison,M,1624423215000,true,2026,6,17,23
2026-03-14T17:43:26.000+07:00,1790493,free,6,Fuquay Varina,,NC,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,-78.831392,35.541473,409788,West,Tristan,M,1615696815000,true,2026,3,17,14
2026-07-04T17:43:27.000+07:00,876361,paid,57,Wausau,,WI,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,-89.525216,45.018422,876362,Buckley,Michael,M,1625373615000,true,2026,7,17,4
2026-04-12T17:43:27.000+07:00,433081,free,2,Aragon,,GA,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,-85.056489,34.087138,433082,Davis,Sabina,F,1773019770000,true,2026,4,17,12
2026-05-30T17:43:27.000+07:00,891609,free,2,Seattle,,WA,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-122.293207,47.611046,891610,Blair,Macy,F,1749936324000,true,2026,5,17,30
2026-05-31T17:43:28.000+07:00,192541,free,3,Cherokee Village,,AR,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-91.564285,36.292323,192542,Rios,Tiauna,F,1622436015000,true,2026,5,17,31
2026-07-28T17:43:30.000+07:00,1907211,paid,2,Middleburg,,FL,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,-81.890854,30.083265,984703,Johnson,Aiden,M,1771860751000,true,2026,7,17,28
2026-03-10T17:43:31.000+07:00,1809664,paid,86,Cumming,,GA,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-84.100357,34.204626,661599,Cummings,Quentin,M,1772335969000,true,2026,3,17,10
2026-05-22T17:43:31.000+07:00,1839469,free,2,Wickliffe,,KY,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-88.996318,36.975903,421037,Allen,Elena,F,1621658415000,true,2026,5,17,22
2026-07-01T17:43:34.000+07:00,521368,free,2,Fallston,,MD,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",-76.438784,39.521387,,,,,,false,2026,7,17,1
2026-02-17T17:43:35.000+07:00,1558082,free,4,Vista,,CA,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-117.248203,33.19784,755276,Moran,Juan,M,1613536815000,true,2026,2,17,17
2026-05-27T17:43:37.000+07:00,457843,free,1,Point Marion,,PA,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D201 Safari/9537.53""",-79.891941,39.752149,,,,,,false,2026,5,17,27
2026-05-27T17:43:38.000+07:00,457843,free,2,Point Marion,,PA,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D201 Safari/9537.53""",-79.891941,39.752149,,,,,,false,2026,5,17,27
2026-06-03T17:43:45.000+07:00,1536879,free,4,Elmwood Park,,IL,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-87.807282,41.921854,831761,Acevedo,Grady,M,1622695215000,true,2026,6,17,3
2026-06-10T17:43:50.000+07:00,945508,free,4,Turlock,,CA,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-120.853313,37.528476,945509,Salazar,Layla,F,1623300015000,true,2026,6,17,10
2026-07-13T17:43:51.000+07:00,630358,paid,17,Winnetka,,IL,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-87.756292,42.106708,630359,Clark,Cameron,M,1670229234000,true,2026,7,17,13
2026-04-12T17:43:56.000+07:00,1420842,free,4,Houston,,TX,"""Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-95.480935,29.712099,447336,Farley,Cristhofer,M,1618202415000,true,2026,4,17,12
2026-05-16T17:43:58.000+07:00,1847084,free,1,Memphis,,TN,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-90.023442,35.170165,28513,Higgins,Valerie,F,1651591027000,true,2026,5,17,16
2026-03-13T17:43:59.000+07:00,1520814,paid,1,Lincoln,,NE,"""Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",-96.707513,40.738801,235213,Alvarado,Alexa,F,1615610415000,true,2026,3,17,13
2026-05-19T17:44:05.000+07:00,835694,paid,77,Seaside,,CA,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-121.786901,36.61441,835695,Perry,Layla,F,1702468465000,true,2026,5,17,19
2026-07-14T17:44:08.000+07:00,1643550,free,5,Sandston,,VA,"""Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-77.252612,37.501136,95230,Sanford,Ryland,M,1626237615000,true,2026,7,17,14
2026-05-23T17:44:10.000+07:00,1637713,free,5,Millersville,,MD,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-76.621098,39.091266,66634,Martinez,Tomas,M,1621744815000,true,2026,5,17,23
2026-02-19T17:44:12.000+07:00,1660519,free,5,Cedar Park,,TX,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36""",-97.8242,30.503949,989608,Walsh,Isaiah,M,1613709615000,true,2026,2,17,19
2026-03-26T17:44:15.000+07:00,689027,paid,31,Aiea,,HI,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,-157.884952,21.406053,689028,Ramos,Jade,F,1729623439000,true,2026,3,17,26
2026-08-02T17:44:17.000+07:00,187860,free,1,Garfield,,NJ,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,-74.10825,40.879797,187861,Shields,Tylan,M,1682235556000,true,2026,8,17,2
2026-06-16T17:44:21.000+07:00,1283478,paid,4,Colton,,CA,"""Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-117.289351,34.024368,827749,Boone,Teagen,M,1623818415000,true,2026,6,17,16
2026-05-08T17:44:27.000+07:00,281599,free,1,Monroe,,NC,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-80.524866,35.065318,281600,Garrison,Paul,M,1670500242000,true,2026,5,17,8
2026-07-06T17:44:28.000+07:00,967144,paid,37,Huntsville,,AL,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-86.560866,34.725269,967145,Miller,Jonathan,M,1625546415000,true,2026,7,17,6
2026-03-13T17:44:31.000+07:00,1568214,paid,13,Macomb,,IL,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-90.646505,40.439873,88611,Campbell,Petra,F,1615610415000,true,2026,3,17,13
2026-04-06T17:44:32.000+07:00,563973,paid,115,Worthington,,WV,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-80.296284,39.451607,563974,Barrera,Francisco,M,1617684015000,true,2026,4,17,6
2026-07-03T17:44:35.000+07:00,325047,free,2,Richmond,,VA,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-77.512937,37.518624,325048,Alvarado,Connor,M,1672474759000,true,2026,7,17,3
